Peclet	r_syf	Sherwood
1000000000.0	0.005	288559.83120074705
1400000000.0	0.005	441710.4967147788
1900000000.0	0.005	639378.3756541864
2700000000.0	0.005	982792.8922953164
3700000000.0	0.005	1487042.193300516
5200000000.0	0.005	2423215.51154526
7200000000.0	0.005	3970909.1714873156
10000000000.0	0.005	6565950.584313622
14000000000.0	0.005	10830642.553298103
19000000000.0	0.005	16686220.798848711
27000000000.0	0.005	26646074.445858903
37000000000.0	0.005	39538907.97364564
52000000000.0	0.005	59212276.483562306
72000000000.0	0.005	85631179.6893321
0.1	0.01	0.6199603653433131
0.2	0.01	0.8870413884612152
0.5	0.01	1.127632841111387
1.0	0.01	1.2384365901929768
1.4	0.01	1.2974883194900215
1.9	0.01	1.3595442983669488
2.7	0.01	1.44242840162084
3.7	0.01	1.528228103864747
5.2	0.01	1.6393173155744314
7.2	0.01	1.7557602506049574
10.0	0.01	1.889275904733366
14.0	0.01	2.0444103459248857
19.0	0.01	2.2030735006776503
27.0	0.01	2.409097209861428
37.0	0.01	2.6176148478683636
52.0	0.01	2.871167735424775
72.0	0.01	3.144440015553952
100.0	0.01	3.454651120733836
140.0	0.01	3.812656697602144
190.0	0.01	4.177254901259126
270.0	0.01	4.64957406688512
370.0	0.01	5.127300178341525
520.0	0.01	5.70873424020101
720.0	0.01	6.3368365067564705
1000.0	0.01	7.052388935329568
1400.0	0.01	7.882251870105898
1900.0	0.01	8.732412544276286
2700.0	0.01	9.841859144310764
3700.0	0.01	10.973829583169413
5200.0	0.01	12.365450306304943
7200.0	0.01	13.886388633442484
10000.0	0.01	15.64181222092714
14000.0	0.01	17.708734073542686
19000.0	0.01	19.860172966259313
27000.0	0.01	22.719367074641337
37000.0	0.01	25.714966329046163
52000.0	0.01	29.469038927221046
72000.0	0.01	33.6916647576178
100000.0	0.01	38.699961340412194
140000.0	0.01	44.77159468463472
190000.0	0.01	51.336174899647204
270000.0	0.01	60.480959860256334
370000.0	0.01	70.46616258607226
520000.0	0.01	83.63621089306133
720000.0	0.01	99.26227030848266
1000000.0	0.01	119.07666164697062
1400000.0	0.01	144.6755262750707
1900000.0	0.01	173.00266409582932
2700000.0	0.01	211.31218095008927
3700000.0	0.01	250.8640870987505
5200000.0	0.01	301.82993491933314
7200000.0	0.01	365.70954448382116
10000000.0	0.01	455.8718196304913
14000000.0	0.01	581.2451376700891
19000000.0	0.01	719.2883034883085
27000000.0	0.01	936.3312272605409
37000000.0	0.01	1387.2728157348147
52000000.0	0.01	2811.815090649255
72000000.0	0.01	6244.502141839276
100000000.0	0.01	13057.783585603409
140000000.0	0.01	23732.31780244935
190000000.0	0.01	34429.275999824065
270000000.0	0.01	41504.30567414437
370000000.0	0.01	35400.26945346651
520000000.0	0.01	7485.945274886792
720000000.0	0.01	-47048.20417297435
1000000000.0	0.01	-138925.7887328493
1400000000.0	0.01	-280543.46546778927
1900000000.0	0.01	-446678.19635348645
2700000000.0	0.01	-652581.7705239591
3700000000.0	0.01	-819561.6916756718
5200000000.0	0.01	-989076.3367275639
7200000000.0	0.01	-1227488.038027746
10000000000.0	0.01	-1705727.4514042537
14000000000.0	0.01	-2645500.602501074
19000000000.0	0.01	-4066250.803192133
27000000000.0	0.01	-6588176.781958695
37000000000.0	0.01	-9898655.1904334
52000000000.0	0.01	-14962608.932733066
72000000000.0	0.01	-21761782.465417594
0.1	0.02	0.619906364730287
0.2	0.02	0.8868603534804282
0.5	0.02	1.1271950064561176
1.0	0.02	1.2382128081214714
1.4	0.02	1.2976087204460498
1.9	0.02	1.3601345202524415
2.7	0.02	1.4437891476948939
3.7	0.02	1.5305462686250482
5.2	0.02	1.6430528181643131
7.2	0.02	1.7612931761038626
10.0	0.02	1.8971909462243521
14.0	0.02	2.055519214340179
19.0	0.02	2.2179157739553577
27.0	0.02	2.4294848393298807
37.0	0.02	2.644412620376716
52.0	0.02	2.906837817076042
72.0	0.02	3.1909953492519296
100.0	0.02	3.515226564851814
140.0	0.02	3.8916134474345756
190.0	0.02	4.277360679158595
270.0	0.02	4.780732679345457
370.0	0.02	5.2940779556379365
520.0	0.02	5.92460043890955
720.0	0.02	6.612840353252355
1000.0	0.02	7.405942634764982
1400.0	0.02	8.337854377529403
1900.0	0.02	9.306105506632512
2700.0	0.02	10.590386346744841
3700.0	0.02	11.925036644681757
5200.0	0.02	13.599531276991113
7200.0	0.02	15.472209316838109
10000.0	0.02	17.689259340081726
14000.0	0.02	20.377256615908085
19000.0	0.02	23.267575033656673
27000.0	0.02	27.262882504698833
37000.0	0.02	31.6136070483558
52000.0	0.02	37.21891397302792
72000.0	0.02	43.877787283030266
100000.0	0.02	52.187068381702915
140000.0	0.02	62.877627424388535
190000.0	0.02	75.09607389328026
270000.0	0.02	93.06836318680685
370000.0	0.02	113.89559063517103
520000.0	0.02	143.211999078555
720000.0	0.02	180.33608473959774
1000000.0	0.02	230.20037451277187
1400000.0	0.02	299.13776746236124
1900000.0	0.02	383.8949192039125
2700000.0	0.02	520.2780846928596
3700000.0	0.02	694.7292564324564
5200000.0	0.02	958.8300683221639
7200000.0	0.02	1299.410163418029
10000000.0	0.02	1748.5380168889417
14000000.0	0.02	2357.4500983056437
19000000.0	0.02	3086.7427573906475
27000000.0	0.02	4200.620634981466
37000000.0	0.02	5576.2168788850595
52000000.0	0.02	7627.401043624704
72000000.0	0.02	9980.328185007034
100000000.0	0.02	12695.693153934133
140000000.0	0.02	18299.53211172545
190000000.0	0.02	31704.58488388288
270000000.0	0.02	66422.01504091258
370000000.0	0.02	122021.93147287951
520000000.0	0.02	213946.16678012937
720000000.0	0.02	343567.8277422413
1000000000.0	0.02	544455.2072226946
1400000000.0	0.02	888229.2162943017
1900000000.0	0.02	1419959.1948777514
2700000000.0	0.02	2475784.8943740614
3700000000.0	0.02	4060669.746115993
5200000000.0	0.02	6807058.116903516
7200000000.0	0.02	10913517.20689561
10000000000.0	0.02	17205429.141975045
14000000000.0	0.02	26879397.498904385
19000000000.0	0.02	39653630.24481643
27000000000.0	0.02	60959230.56912592
37000000000.0	0.02	88365321.31082901
52000000000.0	0.02	130230604.07440412
72000000000.0	0.02	186685688.57090265
0.1	0.05	0.6197518129382034
0.2	0.05	0.8863412662582892
0.5	0.05	1.1259516308066908
1.0	0.05	1.2376314976607126
1.4	0.05	1.2980578977893498
1.9	0.05	1.361988519531439
2.7	0.05	1.447950459490031
3.7	0.05	1.53758187808439
5.2	0.05	1.6543572510307454
7.2	0.05	1.778033675922626
10.0	0.05	1.9211722569975223
14.0	0.05	2.0892654241266895
19.0	0.05	2.2631496646742812
27.0	0.05	2.491909894764594
37.0	0.05	2.7268781956909933
52.0	0.05	3.017303258078709
72.0	0.05	3.3361785278662293
100.0	0.05	3.7056473784235733
140.0	0.05	4.142126843493077
190.0	0.05	4.597985507862955
270.0	0.05	5.20595595565215
370.0	0.05	5.841418404281046
520.0	0.05	6.643518652961684
720.0	0.05	7.5465053566242775
1000.0	0.05	8.6229893317172
1400.0	0.05	9.93746063619546
1900.0	0.05	11.360335438874321
2700.0	0.05	13.337908277976558
3700.0	0.05	15.502141661043634
5200.0	0.05	18.373785256811203
7200.0	0.05	21.789123078866332
10000.0	0.05	26.106205570332055
14000.0	0.05	31.728828208743966
19000.0	0.05	38.231689530170115
27000.0	0.05	47.91752496765282
37000.0	0.05	59.223478958501495
52000.0	0.05	75.26236450395854
72000.0	0.05	95.71512609762058
100000.0	0.05	123.26997145254481
140000.0	0.05	161.37802649713134
190000.0	0.05	207.7880199863075
270000.0	0.05	280.4829123704224
370000.0	0.05	370.0613299987118
520000.0	0.05	503.2806600807602
720000.0	0.05	679.7530181458108
1000000.0	0.05	925.0915350090653
1400000.0	0.05	1269.9070658120652
1900000.0	0.05	1683.1542315514412
2700000.0	0.05	2289.3275974788367
3700000.0	0.05	2979.343835991943
5200000.0	0.05	4050.1454997187357
7200000.0	0.05	5859.955906621342
10000000.0	0.05	9242.856244551123
14000000.0	0.05	14945.504274722782
19000000.0	0.05	21526.158155436933
27000000.0	0.05	27054.75710730111
37000000.0	0.05	22513.900714637803
52000000.0	0.05	-6725.295275573838
72000000.0	0.05	-75967.78680169421
100000000.0	0.05	-204299.65321879616
140000000.0	0.05	-409503.35744149046
190000000.0	0.05	-664910.1705408053
270000000.0	0.05	-1037805.3432820403
370000000.0	0.05	-1437788.4092477185
520000000.0	0.05	-1945102.4867856202
720000000.0	0.05	-2565462.3818053417
1000000000.0	0.05	-3498457.43058757
1400000000.0	0.05	-5076198.640046751
1900000000.0	0.05	-7374739.787307283
2700000000.0	0.05	-11463110.944591157
3700000000.0	0.05	-16877807.383140955
5200000000.0	0.05	-25221902.502260074
7200000000.0	0.05	-36491767.541226596
10000000000.0	0.05	-52378476.53377448
14000000000.0	0.05	-75177467.43266971
19000000000.0	0.05	-103764016.09550564
27000000000.0	0.05	-149602217.74845198
37000000000.0	0.05	-206981682.00770956
52000000000.0	0.05	-293125233.0235894
72000000000.0	0.05	-408042467.05807346
0.1	0.1	0.6195166011445679
0.2	0.1	0.8855486859129499
0.5	0.1	1.1240896210674884
1.0	0.1	1.2369242872063329
1.4	0.1	1.2990542294779717
1.9	0.1	1.365302582045645
2.7	0.1	1.4550818712144558
3.7	0.1	1.549491308913223
5.2	0.1	1.6734049322341837
7.2	0.1	1.806241120143686
10.0	0.1	1.9616924579734565
14.0	0.1	2.146566235637361
19.0	0.1	2.3404188674706514
27.0	0.1	2.5994623005069206
37.0	0.1	2.870262853572411
52.0	0.1	3.2115792728306713
72.0	0.1	3.594718072162878
100.0	0.1	4.049591030044063
140.0	0.1	4.6020345857014995
190.0	0.1	5.196316062518441
270.0	0.1	6.016133205158208
370.0	0.1	6.9057988364731795
520.0	0.1	8.075551681309245
720.0	0.1	9.453063992898398
1000.0	0.1	11.175788076385551
1400.0	0.1	13.391910036696668
1900.0	0.1	15.921127400458133
2700.0	0.1	19.642231631441213
3700.0	0.1	23.96074531930466
5200.0	0.1	30.036994021348846
7200.0	0.1	37.70081895101255
10000.0	0.1	47.94526548799327
14000.0	0.1	62.017435813606724
19000.0	0.1	79.06052394815474
27000.0	0.1	105.54089683120327
37000.0	0.1	137.68740092658993
52000.0	0.1	186.18876333970914
72000.0	0.1	249.17969493613296
100000.0	0.1	336.5127117470318
140000.0	0.1	460.3876528224806
190000.0	0.1	614.1530065729214
270000.0	0.1	858.1238454360052
370000.0	0.1	1161.0578337287693
520000.0	0.1	1614.373733482528
720000.0	0.1	2218.365497045611
1000000.0	0.1	3058.3737428494355
1400000.0	0.1	4227.954730168099
1900000.0	0.1	5603.373608206885
2700000.0	0.1	7551.711975182948
3700000.0	0.1	9571.24704452346
5200000.0	0.1	11882.87047759753
7200000.0	0.1	13707.242160931315
10000000.0	0.1	13497.694885427203
14000000.0	0.1	6870.895620485623
19000000.0	0.1	-11719.476833639173
27000000.0	0.1	-61828.32421492476
37000000.0	0.1	-152118.58971187987
52000000.0	0.1	-330733.48721277877
72000000.0	0.1	-630476.529927833
100000000.0	0.1	-1142743.2945219113
140000000.0	0.1	-2017639.8030453918
190000000.0	0.1	-3276616.542553765
270000000.0	0.1	-5517852.270952584
370000000.0	0.1	-8516024.149750499
520000000.0	0.1	-13169303.540987656
720000000.0	0.1	-19447039.69031351
1000000000.0	0.1	-28233612.967948426
1400000000.0	0.1	-40746127.39950094
1900000000.0	0.1	-56375660.75254952
2700000000.0	0.1	-81465728.35899745
3700000000.0	0.1	-113018489.75998706
5200000000.0	0.1	-160664066.76599622
7200000000.0	0.1	-224561265.2713258
10000000000.0	0.1	-314395900.2212655
14000000000.0	0.1	-443098553.7952631
19000000000.0	0.1	-604252705.8303599
27000000000.0	0.1	-862368340.9769404
37000000000.0	0.1	-1185205888.372432
52000000000.0	0.1	-1669619504.3392715
72000000000.0	0.1	-2315619745.022557
0.1	0.2	0.6191151190831987
0.2	0.2	0.8841894318324965
0.5	0.2	1.1210095249374432
1.0	0.2	1.2362590603706272
1.4	0.2	1.301704331630006
1.9	0.2	1.3724531331186511
2.7	0.2	1.4696796092853146
3.7	0.2	1.5734813341753153
5.2	0.2	1.711556469456656
7.2	0.2	1.8627840947199135
10.0	0.2	2.043305427209855
14.0	0.2	2.2628947330123683
19.0	0.2	2.498768139720875
27.0	0.2	2.8227926908305245
37.0	0.2	3.1721367671234253
52.0	0.2	3.62758295476723
72.0	0.2	4.158431662482599
100.0	0.2	4.814700584471752
140.0	0.2	5.648148926144406
190.0	0.2	6.586986768227376
270.0	0.2	7.949175766563039
370.0	0.2	9.508147904820715
520.0	0.2	11.672410327743359
720.0	0.2	14.367122057895806
1000.0	0.2	17.92626513258489
1400.0	0.2	22.7597649685145
1900.0	0.2	28.557691965265917
2700.0	0.2	37.508408002452384
3700.0	0.2	48.36663998517122
5200.0	0.2	64.25761225442841
7200.0	0.2	85.01181163059805
10000.0	0.2	113.57938738675294
14000.0	0.2	153.77897478152371
19000.0	0.2	203.3122527987773
27000.0	0.2	281.4761456537951
37000.0	0.2	378.0229749058813
52000.0	0.2	528.820629505357
72000.0	0.2	723.6260510373007
100000.0	0.2	995.0984253239515
140000.0	0.2	1381.5643783996718
190000.0	0.2	1863.422591186298
270000.0	0.2	2629.8737174524426
370000.0	0.2	3574.7330153091593
520000.0	0.2	4961.368281893199
720000.0	0.2	6759.535450137235
1000000.0	0.2	9185.548355750248
1400000.0	0.2	12469.734926370973
1900000.0	0.2	16328.246758634708
2700000.0	0.2	22227.65256193194
3700000.0	0.2	29725.289524840042
5200000.0	0.2	42203.722503614845
7200000.0	0.2	62037.07595317064
10000000.0	0.2	96724.49088580984
14000000.0	0.2	161643.34722375462
19000000.0	0.2	269699.3852543768
27000000.0	0.2	502276.7707252635
37000000.0	0.2	879982.8852567546
52000000.0	0.2	1576052.9461685766
72000000.0	0.2	2649627.0459215315
100000000.0	0.2	4288095.200966762
140000000.0	0.2	6728836.905869427
190000000.0	0.2	9813806.856204156
270000000.0	0.2	14729703.846144358
370000000.0	0.2	20834397.375411276
520000000.0	0.2	29985399.215689
720000000.0	0.2	42275082.859194644
1000000000.0	0.2	59689168.35229513
1400000000.0	0.2	84888958.53141417
1900000000.0	0.2	116714243.10326888
2700000000.0	0.2	168023012.3732023
3700000000.0	0.2	232477500.57925138
5200000000.0	0.2	329444827.40491533
7200000000.0	0.2	458957878.9972806
10000000000.0	0.2	640447898.8441894
14000000000.0	0.2	899855826.6588947
19000000000.0	0.2	1224204704.5807948
27000000000.0	0.2	1743241244.490802
37000000000.0	0.2	2392089244.157937
52000000000.0	0.2	3365401668.3210883
72000000000.0	0.2	4663180153.905171
0.1	0.5	0.618272891416812
0.2	0.5	0.8813193593973297
0.5	0.5	1.115063719941296
1.0	0.5	1.2374495851009495
1.4	0.5	1.3117461112140263
1.9	0.5	1.3944852698684984
2.7	0.5	1.5117266575139343
3.7	0.5	1.6411075610853547
5.2	0.5	1.8183446765129405
7.2	0.5	2.021466176950593
10.0	0.5	2.2743122626024186
14.0	0.5	2.596526890701328
19.0	0.5	2.9597605704841925
27.0	0.5	3.486125308758796
37.0	0.5	4.086887747231678
52.0	0.5	4.9177980886753625
72.0	0.5	5.947841048974604
100.0	0.5	7.302088444973896
140.0	0.5	9.132673268710032
190.0	0.5	11.319156314014682
270.0	0.5	14.680971169139118
370.0	0.5	18.74462294454438
520.0	0.5	24.673979658825196
720.0	0.5	32.399216958080174
1000.0	0.5	43.01386574674011
1400.0	0.5	57.942201320209065
1900.0	0.5	76.373473397286
2700.0	0.5	105.55504757058729
3700.0	0.5	141.71382977431094
5200.0	0.5	195.56400254834278
7200.0	0.5	266.98848542453044
10000.0	0.5	366.81600521669765
14000.0	0.5	509.2901008246679
19000.0	0.5	684.2026656258599
27000.0	0.5	944.4490002544426
37000.0	0.5	1221.9511834032535
52000.0	0.5	1857.0228177858667
72000.0	0.5	2575.5193178820164
100000.0	0.5	3594.089258377976
140000.0	0.5	5068.855927516691
190000.0	0.5	6930.083470756385
270000.0	0.5	9918.534047423127
370000.0	0.5	13646.659830318695
520000.0	0.5	19213.943019621907
720000.0	0.5	26601.134320437322
1000000.0	0.5	36874.131500661555
1400000.0	0.5	51320.23218631717
1900000.0	0.5	68850.85914175127
2700000.0	0.5	95863.42836271286
3700000.0	0.5	129088.93158090599
5200000.0	0.5	180635.73217864608
7200000.0	0.5	254713.84031944303
10000000.0	0.5	366507.838224276
14000000.0	0.5	533763.0156671774
19000000.0	0.5	748566.890812964
27000000.0	0.5	1113608.7843509342
37000000.0	0.5	1629414.0684719833
52000000.0	0.5	2532623.503959953
72000000.0	0.5	3908396.199530524
100000000.0	0.5	5988691.079142848
140000000.0	0.5	9017494.001997072
190000000.0	0.5	12717834.321897728
270000000.0	0.5	18407638.939341314
370000000.0	0.5	25303620.162280925
520000000.0	0.5	35533039.30181511
720000000.0	0.5	49227923.444338344
1000000000.0	0.5	68609606.69735527
1400000000.0	0.5	96619314.03682932
1900000000.0	0.5	131945730.37943049
2700000000.0	0.5	188833972.2355582
3700000000.0	0.5	260240721.6717589
5200000000.0	0.5	367615253.1939268
7200000000.0	0.5	510987860.0579289
10000000000.0	0.5	711868598.257357
14000000000.0	0.5	998967741.8541734
19000000000.0	0.5	1357924407.2248497
27000000000.0	0.5	1932328049.7368248
37000000000.0	0.5	2650381418.8065476
52000000000.0	0.5	3727499229.6373916
72000000000.0	0.5	5163683034.221975
