1.584893192461113154e-01,4.445719386870457868e+01
2.094366253972675396e-01,5.983097708838929663e+01
2.767612370754227169e-01,4.543593044245725565e+01
3.657277336388827793e-01,5.841382105902655297e+01
4.832930238571752080e-01,5.428859485656948891e+01
6.386503549649853451e-01,5.537533320160100914e+01
8.439481965654000994e-01,5.499413346266089064e+01
1.115240213911790290e+00,5.496924522831503168e+01
1.473740615582479041e+00,5.495008055388400692e+01
1.947483039908755265e+00,5.492780064908307480e+01
2.573512700016908461e+00,5.493353451451947222e+01
3.400783206542648873e+00,5.493185444855051003e+01
4.493984590721665562e+00,5.492585737453665473e+01
5.938601867590262096e+00,5.492569669151038170e+01
7.847599703514610781e+00,5.492377601958968114e+01
1.037025590866763558e+01,5.492214280560320105e+01
1.370383450663167224e+01,5.492295725224726510e+01
1.810901117957819295e+01,5.492322407960551800e+01
2.393025731180495796e+01,5.492258499561564378e+01
3.162277660168379612e+01,5.492008507562959352e+01
