2.000000000000000000e+00,5.523914975090007573e+01
2.684210526315789380e+00,5.493047046609082429e+01
3.368421052631578760e+00,5.498905817133265828e+01
4.052631578947368141e+00,5.494921331923940500e+01
4.736842105263157521e+00,5.496941724027860232e+01
5.421052631578946901e+00,5.494262199049855155e+01
6.105263157894737169e+00,5.493957964262644111e+01
6.789473684210526550e+00,5.494252910148711067e+01
7.473684210526315930e+00,5.493982102646928212e+01
8.157894736842106198e+00,5.491033418587888093e+01
8.842105263157893802e+00,5.493872174023356081e+01
9.526315789473684958e+00,5.494373156241024958e+01
1.021052631578947434e+01,5.493183805912986628e+01
1.089473684210526372e+01,5.492482135362634921e+01
1.157894736842105310e+01,5.492492567628345057e+01
1.226315789473684248e+01,5.492880676790966277e+01
1.294736842105263186e+01,5.493566205291084970e+01
1.363157894736842124e+01,5.493370832127740044e+01
1.431578947368421062e+01,5.492898531128218309e+01
1.500000000000000000e+01,5.493440057770648366e+01
