1.000000000000000000e+01,8.980358369975078858e+00
1.274274985703133467e+01,1.257088663897982741e+02
1.623776739188721763e+01,9.460685802939768507e+01
2.069138081114790140e+01,4.962469095717089118e+01
2.636650898730357895e+01,5.707239950639348791e+01
3.359818286283780964e+01,5.317919760331165691e+01
4.281332398719393240e+01,5.485268992191157622e+01
5.455594781168520058e+01,5.466270840064780856e+01
6.951927961775605525e+01,5.489274433342690429e+01
8.858667904100822454e+01,5.489712231418226196e+01
1.128837891684688373e+02,5.495140634563159665e+01
1.438449888287663043e+02,5.498402726964125975e+01
1.832980710832435705e+02,5.498974452645825295e+01
2.335721469090121332e+02,5.500383238127515284e+01
2.976351441631319403e+02,5.500608359639402067e+01
3.792690190732249675e+02,5.501015715570467535e+01
4.832930238571752284e+02,5.501159366027297892e+01
6.158482110660261242e+02,5.501024229127874321e+01
7.847599703514606517e+02,5.501283871990450081e+01
1.000000000000000000e+03,5.501448905496481245e+01
