"particle radius [m]","sinking speed [m/s]"
0.00285327684363828,0.005215305667112882
0.0028509731232622747,0.006024096385542165
0.00285071,0.0012376041666666666
0.00285,0.002935530121527778
0.00285,0.0009301654499999999
0.00285,0.0008548396936342593
0.00285,0.000772031796875
0.00285,0.0005992753252314815
0.0028290899595,0.0051871527777777775
0.0028250000000000003,0.006122685185185185
0.0028250000000000003,0.005150462962962963
0.0028250000000000003,0.004895833333333333
0.002821790212,0.004862152777777777
0.002815,0.00318287037037037
0.0028071337695,0.006335532407407407
0.0028,0.0014745325555555555
0.0028,0.00026795636643518517
0.0028,0.0002662533722222222
0.00278,0.005543981481481481
0.002775,0.002997685185185185
0.002755,0.005023148148148148
0.00275,0.0020074293298611113
0.00275,0.00046358680682870366
0.0027481000926784,0.007418563141454699
0.00274226184,0.005900578703703703
0.0027400000000000002,0.0027546296296296294
0.002735,0.0043287037037037035
0.002735,0.004120370370370371
0.002725,0.0029166666666666664
0.002725,0.001886574074074074
0.00271616576194889,0.007056001784917441
0.002715135,0.0001914699074074074
0.0027000500000000003,0.0006864548611111111
0.0027,0.003159722222222222
0.0027,0.0008491104003472222
0.002697220792,0.004136574074074074
0.002695,0.006585648148148148
0.002692118125,0.0064
0.00269,0.003946759259259259
0.0026850000000000003,0.005659722222222222
0.00268,0.0022916666666666667
0.0026650000000000003,0.005347222222222222
0.0026650000000000003,0.0025925925925925925
0.00266,0.0017824074074074072
0.002655,0.0062731481481481475
0.00265,0.0006941940574074074
0.00264,0.006342592592592592
0.0026333899999999998,0.0011216840277777777
0.00263,0.00400462962962963
0.00263,0.0020717592592592593
0.0026267851075,0.006186458333333333
0.002625,0.004583333333333333
0.002625,0.0043981481481481476
0.002615,0.010023148148148147
0.002615,0.007094907407407407
0.002611034278,0.005629976851851851
0.002609118625,0.006969328703703703
0.0026009613605,0.006883101851851852
0.0026000000000000003,0.0022932650231481484
0.0026000000000000003,0.001567796699074074
0.00259,0.004583333333333333
0.0025836021365,0.009976736111111112
0.002552760492519525,0.0065539937527889225
0.0025499999999999997,0.0005000449199074074
0.00254,0.0038310185185185183
0.002525,0.0030092592592592593
0.00252,0.002662037037037037
0.0025099999999999996,0.0038773148148148148
0.0025099999999999996,0.0034375
0.0025008499999999998,0.0010063912037037038
0.0025,0.0009027777777777777
0.0024950000000000003,0.0044907407407407405
0.00248,0.0036921296296296294
0.00248,0.0036574074074074074
0.00248,0.0021296296296296293
0.0024649999999999997,0.0031018518518518517
0.002455,0.005150462962962963
0.00245465377995498,0.006275100401606424
0.00245186,0.0005697025462962962
0.0024500000000000004,0.001675563949074074
0.0024300000000000003,0.004074074074074074
0.00242136899245332,0.006386657742079421
0.0024100000000000002,0.0020833333333333333
0.0024093567605000003,0.005111342592592593
0.002405,0.0018055555555555555
0.0024,0.0019351208379629627
0.0024,0.0007380156341435185
0.002395,0.0023263888888888887
0.0023933550000000002,0.0005582210648148148
0.0023799999999999997,0.007094907407407407
0.00236,0.0036921296296296294
0.00236,0.002835648148148148
0.002349385,0.0012000810185185185
0.0023478713765,0.004532175925925926
0.00234666539087169,0.0022743555758737615
0.0023450000000000003,0.004548611111111111
0.0023450000000000003,0.0038078703703703703
0.002344141634,0.007022569444444444
0.0023358050000000003,0.000613724537037037
0.00233,0.004131944444444444
0.00232,0.0035300925925925925
0.0023,0.0021291443715277776
0.0023,0.0019399476122685185
0.0023,0.0012557885081018517
0.0023,0.0006953194820601852
0.0023,0.0006886886425925925
0.0023,0.000599426277199074
0.0023,0.00027049845474537036
0.0022994564574999998,0.005722106481481481
0.0022967368155,0.005777314814814815
0.00229498,0.0007622488425925926
0.00229,0.007488425925925925
0.00228945,0.002453138888888889
0.00228945,0.002163317129629629
0.00228592,0.0010303888888888888
0.002285,0.004965277777777778
0.00228,0.006712962962962962
0.002275,0.006585648148148148
0.002275,0.005821759259259259
0.002275,0.004120370370370371
0.002275,0.0019097222222222222
0.00227,0.003298611111111111
0.00227,0.0030555555555555553
0.002265,0.0030671296296296293
0.002258317958,0.0066
0.002258317958,0.006164236111111111
0.002256045,0.000690923611111111
0.002255,0.0024421296296296296
0.0022400000000000002,0.006423611111111111
0.0022400000000000002,0.003726851851851852
0.002225,0.003159722222222222
0.002225,0.0019560185185185184
0.00222,0.0027199074074074074
0.002215,0.0030092592592592593
0.00221,0.0023032407407407407
0.00221,0.0016898148148148148
0.0022,0.002985056261574074
0.00218,0.0028935185185185184
0.0021739940199999998,0.005756597222222222
0.00217,0.004548611111111111
0.0021650000000000003,0.007951388888888888
0.0021650000000000003,0.005393518518518518
0.0021650000000000003,0.003935185185185185
0.0021650000000000003,0.0015162037037037036
0.002159571717,0.0045809027777777775
0.002156405,0.0008073437499999999
0.00215,0.0025405839050925924
0.00215,0.0018287037037037037
0.002132486811,0.002619212962962963
0.002127765,0.0006157152777777777
0.002125,0.002523148148148148
0.00211,0.002037037037037037
0.002105,0.005821759259259259
0.002105,0.0015162037037037036
0.0021000000000000003,0.00022742869780092593
0.00209,0.002939814814814815
0.00208082,0.0016001041666666666
0.002070627924,0.004895023148148148
0.002055077452667805,0.007669567157518958
0.0020499999999999997,0.0016785946006944443
0.0020499999999999997,0.001029357632523148
0.002047135,0.0008996840277777777
0.0020406499999999998,0.0007595289351851851
0.00204,0.005821759259259259
0.00204,0.005150462962962963
0.00204,0.004548611111111111
0.0020274,0.0016147245370370371
0.00202546291,0.005713657407407408
0.0020232513635058853,0.0027559780248252314
0.0020150000000000003,0.002418981481481481
0.0020099999999999996,0.0032754629629629627
0.0020079280365,0.004999074074074074
0.002,0.0020717592592592593
0.002,0.0019791666666666664
0.002,0.0010995370370370369
0.002,0.0006944444444444444
0.002,0.0005268180636574074
0.0019950000000000002,0.0014699074074074074
0.00199,0.002002314814814815
0.0019874750000000003,0.00036052546296296294
0.0019850000000000002,0.004317129629629629
0.0019850000000000002,0.0028587962962962963
0.00198198198198198,0.002954746555429132
0.0019811612755,0.007149884259259259
0.00198,0.0070023148148148145
0.00198,0.006921296296296296
0.00198,0.004548611111111111
0.00195985,0.0007469131944444444
0.00195,0.0038310185185185183
0.0019450000000000001,0.0024884259259259256
0.001939071943,0.004481481481481481
0.001935,0.0028819444444444444
0.001935,0.0016898148148148148
0.001925,0.002025462962962963
0.001923,0.0037262870370370366
0.00191,0.0044444444444444444
0.001905,0.002696759259259259
0.0019,0.0024421296296296296
0.0019,0.0021527777777777778
0.0019,0.0008724497358796296
0.0018925233644859801,0.0005314625850340161
0.001885,0.0032291666666666666
0.0018820500000000001,0.001273148148148148
0.0018774983355,0.00657037037037037
0.0018700000000000001,0.000509447537037037
0.0018672854272318452,0.0025367417797523724
0.0018650000000000001,0.0026273148148148145
0.00186,0.006759259259259259
0.00185,0.0011067525226851852
0.00185,0.0008617949015046296
0.00185,0.0008351304498842592
0.00184617,0.0007441319444444445
0.0018425525775,0.006625462962962963
0.0018409,0.0003033090277777778
0.001835,0.0021527777777777778
0.00183,0.00568287037037037
0.00183,0.0018402777777777777
0.001815,0.0030092592592592593
0.001815,0.002395833333333333
0.001815,0.002013888888888889
0.0018138357145,0.0038912037037037036
0.0018100000000000002,0.0016550925925925926
0.0018096000000000002,0.0016250752314814812
0.001809285,0.00053575
0.001805,0.004953703703703703
0.001805,0.003645833333333333
0.0018000000000000002,0.0005700001429398148
0.0018000000000000002,0.0005343028835648148
0.0017963574255000002,0.005709722222222222
0.001795,0.0036805555555555554
0.0017916472864999999,0.003596759259259259
0.0017900000000000001,0.002835648148148148
0.001785,0.0027777777777777775
0.001785,0.0013888888888888887
0.0017832500000000001,0.00011574074074074073
0.0017749999999999999,0.004548611111111111
0.0017649999999999999,0.0018171296296296295
0.0017649999999999999,0.0015509259259259259
0.0017557049865,0.004469444444444444
0.0017549999999999998,0.0018171296296296295
0.0017549999999999998,0.001574074074074074
0.00175,0.007453703703703704
0.00175,0.001868761517361111
0.00175,0.0016319444444444443
0.00175,0.0013773148148148147
0.00174715,0.0021529664351851853
0.00174715,0.0018941956018518518
0.00174715,0.0012420960648148148
0.00174,0.005127314814814815
0.0017363755354999999,0.007131944444444444
0.0017350000000000002,0.004039351851851851
0.001729884389,0.005622569444444445
0.0017250000000000002,0.0015046296296296296
0.00172,0.006886574074074074
0.00172,0.00568287037037037
0.0017083544715,0.0035851851851851847
0.0017050000000000001,0.0021296296296296293
0.0017050000000000001,0.0017939814814814815
0.0017,0.002395833333333333
0.00169439,0.0015257175925925926
0.00169335,0.0003564814814814815
0.0016899999999999999,0.003159722222222222
0.0016891891891891852,0.0028599418531159025
0.00168314,0.00045223958333333336
0.00168,0.0012847222222222223
0.00168,0.0012384259259259258
0.001673320053,0.0062667824074074075
0.00167,0.006423611111111111
0.00167,0.0013194444444444445
0.0016555,0.0014698136574074073
0.001655,0.0025925925925925925
0.001655,0.0019212962962962962
0.001655,0.0016435185185185183
0.001655,0.001412037037037037
0.00165265,0.0014905150462962962
0.00165,0.007476851851851852
0.00165,0.002002314814814815
0.001645,0.003645833333333333
0.001645,0.0015046296296296296
0.001645,0.0012847222222222223
0.001645,0.0009131944444444444
0.00164415,0.001397357638888889
0.00164,0.0014930555555555554
0.00164,0.0013425925925925925
0.001635,0.005543981481481481
0.00163,0.0034375
0.00163,0.002037037037037037
0.0016266683745,0.0036542824074074073
0.0016250000000000001,0.0027430555555555554
0.0016200000000000001,0.0015162037037037036
0.0016091500000000002,0.0015215671296296297
0.001605,0.0020601851851851853
0.001595,0.0027662037037037034
0.001595,0.0015277777777777776
0.001591235,0.0007669814814814814
0.001585,0.002349537037037037
0.001585,0.0011111111111111111
0.0015777198735,0.003581134259259259
0.001576576576576575,0.0035946782960434836
0.001575,0.0015277777777777776
0.00157255,0.0018631435185185183
0.00157255,0.0015008657407407408
0.00157255,0.0014180590277777779
0.0015716233645,0.004808680555555556
0.0015701250000000001,0.0006592280092592591
0.0015600000000000002,0.0018518518518518517
0.0015600000000000002,0.0018402777777777777
0.0015593500000000001,0.0016043738425925924
0.0015593500000000001,0.0016043738425925924
0.00155642,0.00022129050925925924
0.001555,0.0059375
0.001555,0.0015277777777777776
0.0015516120650000001,0.004594560185185185
0.0015500000000000002,0.0005811612403935185
0.001545,0.004548611111111111
0.001545,0.0038310185185185183
0.001545,0.001990740740740741
0.001545,0.0016782407407407406
0.001542,0.0016664780092592593
0.0015300000000000001,0.0018402777777777777
0.0015300000000000001,0.0010868055555555555
0.0015276,0.0017285833333333333
0.0015263,0.0033122557870370367
0.0015263,0.0011799907407407408
0.0015249999999999999,0.001597222222222222
0.00152,0.005023148148148148
0.00152,0.00474537037037037
0.0015198684155,0.003877546296296296
0.0015158166115,0.003780324074074074
0.0015149999999999999,0.001400462962962963
0.0015142500000000002,0.0013456041666666666
0.0015136875505,0.0049797453703703705
0.0015112081260000001,0.004890972222222222
0.00151,0.001085648148148148
0.00151,0.0004861111111111111
0.0015078000000000001,0.00023148148148148146
0.001506865,0.0004741157407407407
0.0015065200000000001,0.0005447407407407407
0.0015,0.004548611111111111
0.0015,0.0043055555555555555
0.0015,0.0038310185185185183
0.0015,0.0030092592592592593
0.0015,0.0006944444444444444
0.0015,0.0006018518518518518
0.0014998666605,0.01963773148148148
0.0014993,0.0014180590277777779
0.001497747747747745,0.0009164454556945984
0.0014950000000000002,0.0019675925925925924
0.0014938,0.0015940231481481482
0.0014864864864864852,0.0027414359752243635
0.0014850000000000002,0.0021180555555555553
0.0014848950000000002,0.0008014166666666666
0.00148125,0.001221394675925926
0.00148,0.003148148148148148
0.0014750000000000002,0.00006790162037037036
0.0014722431865000002,0.004645949074074074
0.00147,0.0022685185185185182
0.00147,0.0016319444444444443
0.0014650000000000002,0.0010868055555555555
0.0014650000000000002,0.0005011574074074073
0.0014622550000000002,0.0015653009259259257
0.0014616942225000001,0.004520254629629629
0.0014598500000000002,0.0015629710648148146
0.0014598500000000002,0.0014387604166666665
0.001458166657,0.005129861111111111
0.00145010046885465,0.0026735337118979283
0.0014437500000000002,0.0011489386574074073
0.00143527,0.0005730856481481481
0.001435,0.004837962962962962
0.001435,0.0030092592592592593
0.001434995,0.000643025462962963
0.00143,0.005023148148148148
0.00143,0.0017708333333333332
0.001425,0.002407407407407407
0.001425,0.002407407407407407
0.001415,0.004594907407407407
0.001412444689,0.0050516203703703695
0.00141,0.006921296296296296
0.00141,0.004548611111111111
0.0014094679845,0.016011574074074074
0.001405,0.005648148148148148
0.0013964240045,0.004947337962962962
0.001395,0.001412037037037037
0.0013941753834999999,0.018903935185185183
0.0013939,0.0020287569444444446
0.0013910427745,0.006811342592592592
0.0013910427745,0.004616203703703703
0.00139,0.0009652777777777778
0.0013867,0.0015629710648148146
0.001386650641,0.018587962962962962
0.001385,0.000931712962962963
0.0013835,0.0012448819444444443
0.00138,0.009768518518518518
0.00138,0.0010150462962962962
0.001378504672897195,0.001086303880672479
0.00137375,0.0013766562499999998
0.001362215,0.001986979166666667
0.0013572,0.001221394675925926
0.00135,0.00318287037037037
0.00135,0.001657026613425926
0.0013471,0.0015422685185185186
0.0013471,0.0011282372685185184
0.001345,0.0013888888888888887
0.001345,0.0013657407407407407
0.001345,0.0012847222222222223
0.001343874994,0.018378472222222223
0.00134,0.006574074074074073
0.00134,0.0006979166666666666
0.00133822,0.0009952256944444444
0.001335,0.0025
0.0013348408145,0.019730324074074074
0.00133186813186813,0.006944444444444432
0.0013304134695,0.016724537037037038
0.00133,0.004085648148148148
0.00133,0.0038888888888888888
0.00133,0.0015277777777777776
0.00133,0.0015046296296296296
0.0013275918045,0.002528587962962963
0.00132635,0.0016768287037037034
0.00132635,0.001531917824074074
0.001325,0.0025810185185185185
0.001325,0.0018055555555555555
0.001323140204,0.014410879629629628
0.001317554553,0.015759259259259258
0.00131395,0.0016457766203703701
0.0013089656492201649,0.002266070127509931
0.001307239458,0.01966898148148148
0.0013063063063063049,0.0019592971811401736
0.0013063063063063049,0.0016985842497787848
0.00130495,0.0016250752314814812
0.00130495,0.0015940231481481482
0.00130495,0.001397357638888889
0.00130495,0.0013042002314814815
0.00130495,0.0012524467592592591
0.00130495,0.0012420960648148148
0.00130495,0.0009315717592592592
0.0013000000000000002,0.002048611111111111
0.0013000000000000002,0.0017230141076388888
0.0013000000000000002,0.0011574074074074073
0.001295045045045045,0.002622930097332824
0.001295,0.002395833333333333
0.001294,0.001293849537037037
0.001293125,0.0008458564814814814
0.0012921,0.00015023148148148147
0.001290077517,0.01646412037037037
0.0012900000000000001,0.0011122685185185183
0.001285,0.0007905092592592591
0.00128378378378378,0.002125205410188333
0.00128,0.007199074074074074
0.0012771999999999998,0.003063835648148148
0.0012771999999999998,0.0017699861111111108
0.001272792206,0.01791550925925926
0.00127,0.0017592592592592592
0.00126954,0.001117917824074074
0.0012649999999999998,0.007731481481481481
0.00126168224299065,0.001175183289091134
0.00126,0.005347222222222222
0.00126,0.004641203703703704
0.00126,0.0005798611111111111
0.0012599,0.0018631435185185183
0.0012599,0.0012317453703703702
0.0012549999999999998,0.0015046296296296296
0.00125,0.0024096195171280322
0.00125,0.00025281253950195254
0.0012450000000000002,0.0013310185185185185
0.00124415,0.0013870069444444444
0.00124,0.0008692129629629629
0.001237415,0.00018363078703703703
0.0012350000000000002,0.0013078703703703703
0.0012315843455,0.017037037037037035
0.0012308533625,0.01722685185185185
0.001228,0.001635425925925926
0.001228,0.0015008657407407408
0.001226764036,0.01366435185185185
0.0012250000000000002,0.006585648148148148
0.0012239,0.0011592893518518517
0.00122,0.0018287037037037037
0.001219631092,0.006284375
0.0012162162162162149,0.002622930097332824
0.0012162162162162149,0.0019592971811401736
0.001214907404,0.013870370370370371
0.0012141663805,0.019384259259259257
0.001212,0.0005744212962962963
0.001211455,0.0006649976851851852
0.001209215,0.0012173148148148147
0.001206625,0.0009204918981481481
0.001206358156,0.01278935185185185
0.0012050000000000001,0.0013541666666666665
0.0012016849999999999,0.0024619212962962963
0.0012,0.003356481481481481
0.0012,0.001747685185185185
0.0012,0.0014814814814814814
0.0011945501245,0.016157407407407405
0.00119369369369369,0.0037131841739349997
0.00119158878504673,0.0016788332701301967
0.0011899999999999999,0.0013766562499999998
0.001189453656,0.015104166666666667
0.0011884864324999999,0.006935300925925926
0.0011879183475,0.013787037037037037
0.0011856500000000001,0.0022978773148148147
0.0011856500000000001,0.0017699861111111108
0.0011856500000000001,0.001635425925925926
0.0011856500000000001,0.001293849537037037
0.0011856500000000001,0.0012524467592592591
0.001185,0.0021643518518518518
0.001184187485,0.013314814814814816
0.0011824324324324301,0.0013193654405258333
0.0011824324324324301,0.0011534572114776827
0.0011787175235,0.012701388888888889
0.0011772000680000002,0.01294212962962963
0.0011768000000000002,0.0016147245370370371
0.001175,0.0005277777777777777
0.00117,0.007094907407407407
0.00117,0.005324074074074074
0.0011692305160000002,0.014499999999999999
0.0011666749999999998,0.0005684189814814815
0.001166361865,0.014422453703703701
0.001165,0.0010405092592592593
0.0011629273410000002,0.010893171296296295
0.001162540322,0.016496527777777777
0.00116218,0.0006925347222222222
0.00116,0.0009108796296296296
0.00115990990990991,0.002646631272911134
0.0011587000000000001,0.0017182326388888887
0.0011586953870000001,0.013104166666666667
0.001155,0.0040625
0.001155,0.0004652777777777778
0.0011536355575,0.0106
0.001153105,0.0012150694444444444
0.00115,0.008032407407407407
0.00115,0.0008078703703703703
0.0011496303755,0.011591435185185184
0.0011495977555,0.013679398148148149
0.001148648648648645,0.0024096195171280322
0.001145,0.00318287037037037
0.001145,0.0025694444444444445
0.001145,0.001018895074074074
0.001145,0.00012779719907407406
0.0011447,0.0016457766203703701
0.0011447,0.0014491122685185184
0.0011447,0.0013663055555555555
0.00114,0.0033122557870370367
0.00114,0.001293849537037037
0.00114,0.001293849537037037
0.00114,0.0010247291666666666
0.001135,0.0012152777777777778
0.001135,0.0007407407407407407
0.00113,0.00837962962962963
0.00113,0.002511574074074074
0.00113,0.0016435185185185183
0.00113,0.0004456018518518518
0.001126245,0.0008371215277777777
0.0011255500000000001,0.0015836724537037035
0.001125435,0.0012309027777777776
0.0011250000000000001,0.0016435185185185183
0.0011250000000000001,0.0007662037037037037
0.0011250000000000001,0.0005694444444444445
0.0011250000000000001,0.0002025462962962963
0.0011213830745,0.008197222222222222
0.0011156999999999999,0.0012420960648148148
0.0011123848255,0.0170787037037037
0.0011120000000000001,0.0014077083333333333
0.00111,0.006388888888888888
0.00111,0.004664351851851852
0.001106455,0.0011013263888888889
0.0011036036036036001,0.004163506509922882
0.00110065,0.0016871805555555555
0.00110065,0.001531917824074074
0.00110065,0.0014801643518518519
0.00110065,0.0011592893518518517
0.00110065,0.0010971840277777777
0.0011,0.0013541666666666665
0.0011,0.0013203309791666666
0.0011,0.0013108622939814814
0.0011,0.000724537037037037
0.0010993748225,0.009753587962962962
0.001097087052,0.013417824074074073
0.00109035,0.001511216435185185
0.00109035,0.0014905150462962962
0.00109035,0.0013766562499999998
0.00109035,0.0012420960648148148
0.00109035,0.0010661319444444444
0.00109,0.002789351851851852
0.001081875,0.0003906747685185185
0.00108,0.002210648148148148
0.0010786500000000002,0.0008616898148148148
0.0010772,0.0015215671296296297
0.001075,0.0027546296296296294
0.001075,0.000548611111111111
0.00107,0.0036921296296296294
0.00107,0.003472222222222222
0.00107,0.0024305555555555556
0.00107,0.002210648148148148
0.0010692,0.0019666516203703703
0.001068690788,0.013090277777777777
0.0010676375789999998,0.01161574074074074
0.001066887998,0.014603009259259258
0.001065,0.0018402777777777777
0.0010600000000000002,0.0021527777777777778
0.0010600000000000002,0.0013310185185185185
0.0010600000000000002,0.0011111111111111111
0.0010585585585585551,0.002267412463658194
0.00105825,0.0014408310185185184
0.00105825,0.0012420960648148148
0.001055,0.005740740740740741
0.001055,0.0021990740740740738
0.0010500000000000002,0.001574074074074074
0.0010500000000000002,0.0015277777777777776
0.0010500000000000002,0.0012145608912037037
0.0010500000000000002,0.0009122615343749999
0.0010500000000000002,0.0005833333333333333
0.001047297297297295,0.000418720768550118
0.001045,0.001863425925925926
0.0010448,0.0004754467592592593
0.0010440905135,0.016827546296296295
0.00104359,0.0009552106481481481
0.00104348,0.0010186979166666667
0.0010429,0.0009833252314814815
0.0010409610945,0.01229050925925926
0.0010400000000000001,0.0025694444444444445
0.001036405,0.0004090127314814815
0.001036245,0.001050216435185185
0.001036036036036035,0.0016274807230438426
0.00103575,0.0016147245370370371
0.00103575,0.0015629710648148146
0.00103575,0.001511216435185185
0.00103575,0.0015008657407407408
0.00103575,0.0015008657407407408
0.00103575,0.0012524467592592591
0.00103575,0.001221394675925926
0.00103575,0.0011903414351851851
0.00103575,0.0009315717592592592
0.001035,0.0009525462962962962
0.001029987864,0.01603472222222222
0.00102978153,0.013421296296296294
0.0010249999999999999,0.0034027777777777776
0.0010232099999999999,0.0005209560185185185
0.00102165,0.0005257152777777777
0.00102,0.005671296296296296
0.00102,0.0011805555555555556
0.00102,0.000548611111111111
0.0010149999999999998,0.0007407407407407407
0.0010149999999999998,0.00038310185185185186
0.0010141498905,0.010238657407407406
0.0010137,0.001355954861111111
0.0010122,0.003270851851851852
0.0010122,0.0024013854166666667
0.00101,0.0009722222222222222
0.00101,0.0004143518518518518
0.0010069756700000002,0.01278472222222222
0.0010049999999999998,0.003159722222222222
0.0010049999999999998,0.000724537037037037
0.0010049999999999998,0.0006412037037037036
0.0010022522522522498,0.0014378713184173726
0.0010022522522522498,0.0012245607382125926
0.0010022522522522498,0.0009638478068512186
0.0010000374995,0.007309837962962963
0.001,0.0029050925925925924
0.001,0.002708333333333333
0.001,0.0014905150462962962
0.001,0.001397357638888889
0.001,0.0011799907407407408
0.001,0.0010764826388888888
0.001,0.0006828703703703704
0.001,0.0006134259259259259
0.000996117463,0.007386458333333333
0.0009958915605,0.002602083333333333
0.0009951130590000001,0.015026620370370369
0.000995,0.0021990740740740738
0.000993855,0.001265162037037037
0.000991165,0.0009386516203703704
0.00099099099099099,0.0013667677916824536
0.00099065,0.0016043738425925924
0.00099065,0.0013870069444444444
0.00099065,0.001355954861111111
0.00099065,0.0013249016203703704
0.000989317947,0.009973148148148148
0.000987375,0.0005222222222222222
0.000983628487,0.008618634259259258
0.0009808159869999999,0.012469907407407407
0.00098,0.004664351851851852
0.00098,0.002013888888888889
0.00098,0.0012384259259259258
0.0009755767525,0.011344675925925925
0.0009748846085,0.011984953703703703
0.0009746500000000001,0.001221394675925926
0.000971198928332215,0.003040472430031111
0.0009699999999999999,0.000494212962962963
0.0009699999999999999,0.0002962962962962963
0.0009699226775,0.015057870370370369
0.0009699097895,0.014870370370370369
0.0009684684684684651,0.0016037795474655437
0.0009681941955,0.009811458333333333
0.0009653600000000001,0.0017232638888888885
0.000965,0.00375
0.000965,0.002384259259259259
0.0009615,0.0017389340277777776
0.0009615,0.0014801643518518519
0.0009615,0.0012317453703703702
0.0009615,0.0010557812499999999
0.0009615,0.0010040277777777777
0.0009609400000000001,0.002872222222222222
0.000959735,0.0015666666666666667
0.0009591663045,0.010740509259259259
0.000958331884,0.011434259259259259
0.000957810002,0.013935185185185184
0.000957207207207205,0.0020304007078751044
0.000957207207207205,0.001698584249778773
0.000954672719,0.010268171296296296
0.0009544541192230401,0.0023818203021770254
0.000953021511,0.008492939814814814
0.000951997899,0.015121527777777777
0.0009501578815,0.013917824074074074
0.0009501578815,0.010974421296296296
0.00095,0.003912037037037037
0.00095,0.0015162037037037036
0.00095,0.0011345990991898148
0.00095,0.0007824074074074073
0.00095,0.0006643518518518518
0.0009491,0.00323
0.000948287931,0.01627083333333333
0.0009456479260000001,0.014797453703703703
0.000945,0.0003587962962962963
0.00094105,0.0029396261574074073
0.00094105,0.0027533124999999997
0.00094105,0.0019459502314814814
0.00094105,0.0007763101851851851
0.00094,0.010532407407407407
0.00094,0.0007407407407407407
0.0009385494125,0.013201388888888888
0.000936755,0.004308333333333333
0.0009350000000000001,0.008483796296296297
0.0009350000000000001,0.003472222222222222
0.0009350000000000001,0.0033680555555555556
0.0009350000000000001,0.002523148148148148
0.0009350000000000001,0.002210648148148148
0.0009350000000000001,0.0006724537037037036
0.0009350000000000001,0.0001863425925925926
0.000934,0.0031880462962962965
0.000932054183,0.013149305555555555
0.0009284934035,0.008081712962962962
0.00092824,0.0005385416666666667
